Provincia;Estadisticos;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre;Anual
Avila;Cuartil_1;1,3;1,5;2;1;1,9;2,3;2,7;2,6;1,4;1;1;1;1,1
Avila;Mediana;2;2;2,4;1;2,1;3,2;3,4;3,3;2,3;1,3;1;1;2
Avila;Media;1,8;1,9;2,3;1,3;2,3;3;3,2;3,2;2,4;1,8;1,1;1,2;2,1
Avila;Cuartil_3;2,1;2,2;2,9;1,3;2,8;3,6;3,9;3,8;3,2;2,6;1,2;1,2;2,8
Avila;Maximo;2,4;3;3,1;2,6;3,3;4,6;4,4;4,8;4,5;3,5;1,6;2;4,8
Badajoz;Minimo;1;1;1;1;1;1,8;1,3;2;1;1;1;1;1
Badajoz;Cuartil_1;1,1;1,1;1,7;1;2;2,5;2,5;3,4;2,1;1;1;1;1,1
Badajoz;Mediana;1,4;1,3;2;1,1;2,4;3,1;3,2;3,9;2,9;1,7;1;1;2
Badajoz;Media;1,4;1,4;2,1;1,4;2,6;3;3,1;3,8;3;1,9;1,1;1;2,2
Badajoz;Cuartil_3;1,7;1,9;2,7;1,6;3,3;3,4;3,6;4,4;3,9;2,7;1,3;1;3,1
Badajoz;Maximo;2;2;3,2;2,2;4,7;4,1;4,3;4,8;5;3,6;1,5;1,4;5
Illes Balears;Minimo;1;1,1;1;1;1;1,1;1,4;1;1;1;1;1;1
Illes Balears;Cuartil_1;1,1;1,2;2;1,3;1,4;2,5;2,7;3;1;1;1;1;1,2
Illes Balears;Mediana;1,5;1,5;2,2;1,4;1,7;2,8;3,2;3,4;1,7;1,7;1,1;1,3;1,9
Illes Balears;Media;1,5;1,6;2,1;1,6;1,7;2,8;3,1;3,3;1,7;1,6;1,3;1,3;2
Illes Balears;Cuartil_3;1,8;2;2,4;1,9;1,9;3,2;3,7;4;2,1;2;1,4;1,5;2,4
Illes Balears;Maximo;2,5;2,4;3,2;2,8;2,9;4,7;4,5;4,7;2,9;2,4;2,3;2,2;4,7
Barcelona;Minimo;1,1;1,2;1,7;1;1;1;1,1;1,6;1;1;1;1;1
Barcelona;Cuartil_1;1,6;2;2,7;1;1;2;2,3;3,2;1,6;1,3;1,1;1;1,3
Barcelona;Mediana;2,1;2,5;3,2;1,2;1,4;2,9;3,7;4;2,3;2,2;1,4;1,1;2,2
Barcelona;Media;2;2,4;3,1;1,7;1,6;2,8;3,4;3,7;2,1;2,1;1,5;1,2;2,3
Barcelona;Cuartil_3;2,4;2,9;3,5;1,9;1,9;3,7;4,6;4,5;2,6;2,9;1,8;1,3;3
Barcelona;Maximo;2,9;3,3;4,2;4,3;3,3;4,8;4,9;4,9;3,1;3,3;3,1;2,4;4,9
Burgos;Minimo;1;1;1;1;1;1;1;1,2;1;1;1;1;1
Burgos;Cuartil_1;1,1;1,2;1,9;1,1;1,4;1,4;1,8;2,2;1,5;1;1;1;1,1
Burgos;Mediana;1,7;2;2,8;1,3;2,1;2,2;2,6;3,1;2,3;1,7;1;1,1;1,9
Burgos;Media;1,7;2;2,6;1,6;2,1;2,7;2,5;3;2,3;2;1;1,2;2,1
Burgos;Cuartil_3;2;2,8;3,2;2,1;2,6;3,9;3,1;3,8;3;2,6;1;1,3;2,8
Burgos;Maximo;2,6;3,4;4;2,6;3,4;4,9;4,6;4,5;4,3;4;1,3;2;4,9
Caceres;Minimo;1;1;1;1;1;1,2;1,4;1,1;1;1;1;1;1
Caceres;Cuartil_1;1,2;1,1;1,9;1;2;2,1;2,5;2,8;1,8;1;1;1;1
Caceres;Mediana;1,4;1,4;2,1;1,2;2,3;2,7;2,9;3,4;2,3;1,1;1;1;1,9
Caceres;Media;1,4;1,5;2,1;1,4;2,3;2,6;2,8;3,1;2,8;1,6;1,1;1;2
Caceres;Cuartil_3;1,7;2;2,5;1,8;2,7;3,1;3,1;3,6;3,8;2,2;1,2;1;2,7
Caceres;Maximo;2,1;2,1;3;2;3,7;3,8;4,2;4,2;4,8;3,1;1,4;1,1;4,8
Cadiz;Minimo;1;1;1;1;1;1,8;2;1,5;1;1;1;1;1
Cadiz;Cuartil_1;1;1,1;1,4;1;1,9;2,5;2,6;3;1,6;1,1;1;1;1,1
Cadiz;Mediana;1,2;1,4;1,9;1;2,1;2,7;2,8;3,2;2,1;1,8;1;1;1,8
Cadiz;Media;1,3;1,4;1,8;1,3;2,2;2,7;3;3,2;2,3;1,8;1;1,1;1,9
Cadiz;Cuartil_3;1,5;1,7;2;1,7;2,4;2,9;3,4;3,5;3;2,3;1;1,2;2,6
Cadiz;Maximo;1,8;2,1;2,9;2,1;3,9;3,8;4,1;4,3;4,1;3,6;1,4;1,8;4,3
Castellon;Minimo;1;1,8;1;1;1;1,1;1;1;1;1;1,2;1;1
Castellon;Cuartil_1;1,8;1,9;2,5;1;1,1;2,2;2,2;2,6;1;1,2;1,6;1;1,4
Castellon;Mediana;2,1;2,3;3;1,3;1,6;2,7;2,8;3,6;1,7;2;2;1,4;2,1
Castellon;Media;2,2;2,4;2,9;1,4;1,7;2,7;3;3,2;1,7;2,1;2,1;1,4;2,2
Castellon;Cuartil_3;2,8;2,5;3,3;1,6;2,2;3;4,2;4;2,2;2,8;2,4;1,7;2,8
Castellon;Maximo;4;4,1;4,5;2,6;2,9;4,7;4,6;4,9;3,1;4,1;3,5;2,8;4,9
Ciudad Real;Minimo;1;1;1;1;1;2,3;1,8;1,4;1;1;1;1;1
Ciudad Real;Cuartil_1;1,4;1,2;2;1;1,9;3,1;3,4;3,6;1,1;1;1;1;1
Ciudad Real;Mediana;1,7;1,8;2,7;1;2,2;3,4;3,9;4,2;1,9;1,4;1;1;2
Ciudad Real;Media;1,6;1,7;2,5;1,4;2,3;3,5;3,8;4;2,2;1,7;1;1;2,2
Ciudad Real;Cuartil_3;2;2;3;1,9;2,7;3,9;4,2;4,6;2,7;2,5;1;1;3,1
Ciudad Real;Maximo;2,1;2,7;4,2;2,9;3,9;4,8;4,9;5;4,9;3,2;1,5;1,9;5
Cordoba;Minimo;1;1;1;1;1,1;2,5;1,7;1,5;1;1;1;1;1
Cordoba;Cuartil_1;1,4;1,2;1,9;1;2;3,4;3,4;3,4;1,3;1,1;1;1;1,1
Cordoba;Mediana;1,7;1,7;2,1;1;2,6;3,5;3,6;3,8;2;1,9;1;1;2
Cordoba;Media;1,6;1,6;2,1;1,3;2,6;3,5;3,6;3,7;2,2;2;1,1;1,1;2,2
Cordoba;Cuartil_3;1,9;2;2,7;1,8;3,1;3,9;3,8;4,1;3,1;2,8;1,2;1;3,2
Cordoba;Maximo;2;2,1;3,1;2,2;4,5;4,5;4,4;4,6;4,3;3,3;1,5;2;4,6
A Coruña;Minimo;1;1;1;1;1;1;1,1;1,1;1;1;1;1;1
A Coruña;Cuartil_1;1;1,1;1,3;1;1,5;1,1;1,8;1,7;1,6;1;1;1;1
A Coruña;Mediana;2;1,8;2,1;1,3;2,5;1,4;2,4;2,6;2,9;1;1;1,2;1,6
A Coruña;Media;1,8;2;2,3;1,6;2,3;1,6;2,4;2,3;2,8;1,3;1;1,4;1,9
A Coruña;Cuartil_3;2,4;2,9;3,1;2,1;2,9;1,7;2,9;2,8;3,9;1,3;1;1,7;2,6
A Coruña;Maximo;3;3,5;4,3;3,5;4,7;4,8;4,1;4,5;4,6;2,5;1,1;2,4;4,8
Cuenca;Minimo;1;1;1;1;1;2;1,7;1;1;1;1;1;1
Cuenca;Cuartil_1;1,6;1,6;2,2;1;1,4;2,6;3;2,7;1;1;1;1;1,1
Cuenca;Mediana;2;2;2,9;1;1,8;2,9;3,3;3,8;1,5;1,4;1;1;2
Cuenca;Media;1,8;2;2,6;1,3;1,8;3,1;3,5;3,4;1,7;1,7;1,1;1,1;2,1
Cuenca;Cuartil_3;2,1;2,4;3;1,3;2,1;3,3;4,3;4,3;2,1;2,4;1,1;1,1;2,8
Cuenca;Maximo;2,7;3;3,8;2,7;2,9;4,9;4,9;5;3,6;3,1;1,3;1,3;5
Girona;Minimo;1;1,2;1,9;1;1;1;1;2;1;1;1;1;1
Girona;Cuartil_1;1,4;2,1;2,5;1,1;1,1;1,6;2,2;3,2;1,4;1,3;1,1;1,1;1,3
Girona;Mediana;2,4;2,5;3,1;1,2;1,8;2,9;3,2;3,8;2,1;2,1;1,2;1,4;2,1
Girona;Media;2,3;2,4;3;1,6;1,7;2,7;3,1;3,7;2,1;2;1,3;1,4;2,3
Girona;Cuartil_3;2,8;2,9;3,4;1,9;2,1;3,4;4;4,3;2,6;2,7;1,4;1,6;3
Girona;Maximo;3,8;3,6;4,8;3,5;3,2;4,4;4,6;4,8;3,6;3,7;2;1,8;4,8
Granada;Minimo;1;1;1;1;1,1;2,3;1,7;1,5;1;1;1;1;1
Granada;Cuartil_1;1,4;1,3;1,5;1;1,7;3;3,5;3,4;1,2;1,4;1,1;1;1,3
Granada;Mediana;1,7;1,5;2,1;1;2,1;3,2;3,8;3,9;1,4;2,4;1,3;1,2;1,8
Granada;Media;1,6;1,6;1,9;1,3;2,1;3,2;3,7;3,7;1,6;2,1;1,3;1,3;2,1
Granada;Cuartil_3;1,9;1,9;2,3;1,6;2,4;3,4;4,3;4,3;2,1;2,8;1,5;1,4;2,8
Granada;Maximo;2,1;2,1;2,8;2,8;3,1;4,1;4,6;4,8;2,7;3,3;1,8;1,8;4,8
Guadalajara;Minimo;1;1;1;1;1;1,3;1,1;1;1;1;1;1;1
Guadalajara;Cuartil_1;1,4;1,4;2,3;1;1,2;2,3;2;2,7;1,2;1,1;1;1;1
Guadalajara;Mediana;2;2;2,7;1;1,8;2,9;3;3,5;2;1,3;1;1;1,9
Guadalajara;Media;1,8;1,9;2,6;1,2;1,8;3;2,8;3,4;2,1;1,8;1;1,1;2
Guadalajara;Cuartil_3;2,1;2,5;3;1,1;2,1;3,6;3,7;4,2;2,8;2,5;1;1,1;2,8
Guadalajara;Maximo;2,8;2,9;3,3;2,2;3;4,8;4,6;4,9;4;3,1;1,4;1,6;4,9
Gipuzkoa;Minimo;1;1;1;1;1;1;1;1;1;1;1;1;1
Gipuzkoa;Cuartil_1;1;1;1,6;1;1;1,1;1,8;1,7;1,8;1;1;1;1
Gipuzkoa;Mediana;1;2,2;2,4;1,8;1,2;2,3;2,5;2,5;2,1;1,8;1;1,2;1,8
Gipuzkoa;Media;1,1;2,4;2,3;1,6;1,6;2,4;2,5;2,5;2,2;1,9;1,1;1,5;1,9
Gipuzkoa;Cuartil_3;1,1;3,4;2,9;2;2;3,4;3,2;3,3;2,5;2,5;1;2;2,6
Gipuzkoa;Maximo;2;4,4;4,5;3,3;3,1;4,9;5;4,2;3,9;4,3;2,2;3,3;5
Huelva;Minimo;1;1;1;1;1,1;2;1,3;2;1;1;1;1;1
Huelva;Cuartil_1;1,2;1,1;1,5;1;2;2,8;2,5;3,7;2;1,1;1;1;1,1
Huelva;Mediana;1,5;1,3;2;1,1;2,6;3,1;3,2;4,2;2,8;1,9;1;1;2
Huelva;Media;1,5;1,5;2;1,4;2,7;3,2;3,2;4;2,8;2;1,3;1,1;2,2
Huelva;Cuartil_3;1,8;2;2,5;1,8;3,1;3,7;3,6;4,5;3,6;2,6;1,6;1,1;3,1
Huelva;Maximo;2,3;2;3,3;2,2;4,9;4,6;4,9;5;5;4,4;2,2;1,5;5
Huesca;Minimo;1,1;1,1;1,2;1,1;1;1,1;1,1;1;1;1;1;1,1;1
Huesca;Cuartil_1;1,5;1,5;2,6;1,2;1,5;1,8;2;2,9;2;1,1;1,1;1,1;1,3
Huesca;Mediana;1,8;2,1;2,8;1,6;2;2,6;2,8;3,3;2,5;1,6;1,1;1,1;2
Huesca;Media;1,9;2;2,8;1,8;2;2,7;3,1;3,3;2,6;2;1,2;1,2;2,2
Huesca;Cuartil_3;2,1;2,4;3,2;2,3;2,6;3,6;4,4;4,2;3;3;1,2;1,2;2,9
Huesca;Maximo;3;3;3,7;3,4;3;5;4,8;4,6;4,5;3,8;1,7;1,4;5
Jaen;Minimo;1;1;1;1;1;2,6;2,1;1,5;1;1;1;1;1
Jaen;Cuartil_1;1,2;1,1;2;1;1,8;3,5;3,8;4,1;1,3;1;1;1;1
Jaen;Mediana;1,7;1,6;2,4;1;2,2;3,8;4,3;4,6;2,1;2;1;1;2
Jaen;Media;1,6;1,6;2,3;1,3;2,2;3,8;4,1;4,2;2,1;2,2;1;1,1;2,3
Jaen;Cuartil_3;1,9;2;2,7;1,6;2,6;4;4,5;4,7;2,9;3,3;1;1,2;3,4
Jaen;Maximo;2;2,5;3,5;2,4;3,6;4,5;4,9;4,9;3,9;3,8;1,1;1,8;4,9
Leon;Minimo;1,1;1,1;1,1;1,1;1,1;1;1;1,3;1;1;1;1,1;1
Leon;Cuartil_1;1,8;1,2;2,1;1,1;1,9;1,6;1,5;2,1;1,8;1;1,1;1,1;1,2
Leon;Mediana;2,3;1,7;2,5;1,3;2,4;2,1;2,5;2,6;3;1,2;1,1;1,2;2
Leon;Media;2,1;1,8;2,6;1,6;2,4;2,3;2,3;2,8;2,8;1,8;1,1;1,3;2,1
Leon;Cuartil_3;2,5;2,3;3;2,1;2,9;2,7;2,7;3,3;3,6;2,4;1,1;1,4;2,7
Leon;Maximo;3,2;3,4;4,6;2,7;3,5;4,6;3,9;4,6;4,7;4,2;1,3;2,1;4,7
Lleida;Minimo;1,1;1,1;1,6;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1
Lleida;Cuartil_1;1,8;1,6;2,8;1,4;1,4;1,8;2;3,1;1,5;1,5;1,1;1,1;1,4
Lleida;Mediana;2,1;2,3;3,1;1,6;2;3,1;3,3;3,7;2,4;2,3;1,2;1,2;2,3
Lleida;Media;2,1;2,2;3,1;2;2;3;3,2;3,6;2,4;2,3;1,3;1,2;2,4
Lleida;Cuartil_3;2,5;2,7;3,4;2,4;2,5;4;4,3;4,3;3,1;3,2;1,5;1,3;3,2
Lleida;Maximo;3;3,4;4;4,1;3,7;4,9;4,9;4,7;4;4,2;2,1;1,5;4,9
La Rioja;Minimo;1;1;1,3;1;1;1;1;1,1;1;1;1;1;1
La Rioja;Cuartil_1;1,1;1,2;2;1;1,3;1,2;1,7;2;1,3;1,2;1;1;1,1
La Rioja;Mediana;1,8;2,2;2,9;1,1;2;2,6;2,3;3,1;2,1;1,8;1;1,2;1,9
La Rioja;Media;1,8;2;2,7;1,4;2;2,6;2,4;2,9;2,1;2,1;1,1;1,3;2
La Rioja;Cuartil_3;2,4;2,6;3,3;1,5;2,4;3,4;3,1;3,6;2,7;2,8;1,2;1,5;2,8
La Rioja;Maximo;3,2;3,5;3,9;3;3,6;4,9;4,6;4,8;3,6;4,2;2;2,2;4,9
Lugo;Minimo;1;1;1;1;1;1;1;1,1;1,1;1;1;1;1
Lugo;Cuartil_1;1;1,1;1,4;1,1;1,8;1,1;1,8;1,7;1,7;1;1;1;1,1
Lugo;Mediana;1,6;2;2,3;1,4;2,4;1,3;2,3;2,3;2;1,2;1;1,1;1,7
Lugo;Media;1,6;1,9;2,3;1,7;2,3;1,6;2,4;2,3;2,4;1,4;1;1,2;1,9
Lugo;Cuartil_3;2,1;2,5;3,1;2,2;2,8;1,9;2,9;3;3,4;1,8;1;1,4;2,4
Lugo;Maximo;2,3;4;3,8;3,3;4,2;4,8;3,7;4,4;4,3;3,7;1,5;2;4,8
Madrid;Minimo;1;1;1;1;1,1;1,6;1,8;1;1;1;1;1;1
Madrid;Cuartil_1;1,5;1,3;2,1;1;1,6;2,6;2,9;2,8;1,1;1;1;1;1,1
Madrid;Mediana;1,7;2;2,5;1;2;3,2;3,5;3,6;2,1;1;1;1;2
Madrid;Media;1,7;1,8;2,3;1,3;2;3,2;3,4;3,5;2,2;1,6;1,2;1,1;2,1
Madrid;Cuartil_3;2;2,2;2,8;1,7;2,2;3,7;4;4,3;3;2,2;1,3;1,1;2,7
Madrid;Maximo;2,3;2,3;3;2,4;2,8;4,8;4,8;5;4,5;2,6;1,6;1,4;5
Malaga;Minimo;1;1;1;1;1,1;2,2;2,3;1,2;1;1;1;1;1
Malaga;Cuartil_1;1,3;1,4;1,6;1;2;3,5;3,9;3,3;1,3;1,7;1,1;1;1,3
Malaga;Mediana;1,5;1,7;2;1;2,6;3,9;4,2;4,2;2,2;2,5;1,2;1,2;2
Malaga;Media;1,6;1,7;2;1,4;2,6;3,8;4,1;3,9;2,2;2,5;1,3;1,3;2,4
Malaga;Cuartil_3;1,9;1,8;2,3;2;3,2;4,2;4,5;4,5;2,7;3,5;1,5;1,4;3,4
Malaga;Maximo;2,1;2,3;3,2;2,6;4,1;4,6;4,8;5;4,2;4,3;1,9;2;5
Murcia;Minimo;1;1,3;1;1;1;1,3;1;1;1;1;1;1;1
Murcia;Cuartil_1;1,5;1,6;1,9;1;1,1;2,6;3,3;2;1;1,1;1,4;1;1,3
Murcia;Mediana;1,7;1,9;2,5;1,1;1,5;2,8;3,9;3,2;1,1;1,7;2;1,2;1,8
Murcia;Media;1,8;2;2,4;1,4;1,6;2,9;3,8;3,1;1,3;1,7;2;1,3;2,1
Murcia;Cuartil_3;2,2;2,3;2,8;1,6;1,8;3,2;4,4;4,1;1,6;2,3;2,5;1,4;2,7
Murcia;Maximo;2,8;3;4;2,5;3,7;4,5;4,9;4,8;2,3;3,2;3;2;4,9
Navarra;Minimo;1;1;1,1;1;1;1;1;1,2;1,1;1;1;1;1
Navarra;Cuartil_1;1,1;1;1,7;1,1;1,2;1,4;2,1;2;2;1;1;1;1,1
Navarra;Mediana;1,5;2,2;2,4;1,2;1,5;2,4;2,5;2,9;2,5;1,5;1;1,2;1,8
Navarra;Media;1,6;1,9;2,3;1,5;1,8;2,6;2,7;2,8;2,5;1,8;1,1;1,3;2
Navarra;Cuartil_3;2;2,6;2,9;1,9;2,2;3,7;3,4;3,5;2,9;2,3;1;1,4;2,6
Navarra;Maximo;2,8;3,2;3,8;3,3;3,6;5;5;4,3;4;3,7;1,4;2,3;5
Ourense;Minimo;1;1;1;1;1;1;1;1,1;1;1;1;1;1
Ourense;Cuartil_1;1,1;1;1,6;1;1,8;1,1;1,8;1,8;1,6;1;1;1;1
Ourense;Mediana;1,9;1,8;2,1;1,2;2,7;1,7;2,1;2,4;2,5;1,1;1;1;1,8
Ourense;Media;1,7;1,8;2,3;1,5;2,4;1,9;2,3;2,4;2,5;1,5;1;1,2;1,9
Ourense;Cuartil_3;2,3;2,4;2,9;2;2,9;2,1;2,9;3;3,5;2;1;1,3;2,4
Ourense;Maximo;2,4;3,1;4;2,5;3,8;4,2;3,7;4,5;4,7;3,3;1,1;1,9;4,7
Asturias;Minimo;1,1;1,1;1,1;1,1;1;1;1;1;1;1;1;1,1;1
Asturias;Cuartil_1;1,1;1,4;1,8;1,2;1,5;1,1;1,7;1,8;1,6;1,1;1,1;1,1;1,2
Asturias;Mediana;1,9;2,1;2,7;1,6;2,1;1,3;2,3;2,3;2,1;1,7;1,1;1,3;1,8
Asturias;Media;1,8;2,3;2,6;1,8;2,2;1,7;2,3;2,5;2,1;1,9;1,2;1,6;2
Asturias;Cuartil_3;2,5;3,1;3,5;2,3;2,8;2,1;2,9;3,2;2,6;2,4;1,1;1,8;2,6
Asturias;Maximo;3,3;4,2;4,6;3,1;3,9;4,4;4;4,3;3,2;4,1;2,1;2,9;4,6
Palencia;Minimo;1;1;1;1;1;1;1;1;1;1;1;1;1
Palencia;Cuartil_1;1,4;1,1;2,1;1;1,5;1,4;1,8;2,2;1,8;1;1;1;1,1
Palencia;Mediana;1,9;1,7;2,5;1,3;2;2,5;2,5;3;2,4;1,2;1;1,1;1,9
Palencia;Media;1,8;1,8;2,5;1,6;2,1;2,6;2,4;2,8;2,8;1,9;1;1,1;2
Palencia;Cuartil_3;2,2;2,3;3,1;2,1;2,8;3,7;3;3,7;3,8;2,6;1;1,2;2,7
Palencia;Maximo;2,5;2,9;4,3;2,8;3,7;4,7;3,8;4,4;4,5;4,3;1,1;1,6;4,7
Las Palmas;Minimo;1;1,1;1;1,1;1,7;1,3;1,9;1,6;1,3;1,4;1;1;1
Las Palmas;Cuartil_1;1,2;1,9;1,4;1,5;2,2;1,6;2,7;2,3;1,9;1,8;1,2;1,1;1,6
Las Palmas;Mediana;1,5;2,2;1,9;1,8;2,5;2,3;3;2,9;2,3;2,3;2,3;1,3;2,2
Las Palmas;Media;1,5;2,3;2;2;2,6;2,4;3;3;2,3;2,4;2,3;1,5;2,3
Las Palmas;Cuartil_3;1,7;2,9;2,3;2,5;3;2,9;3,4;3,7;2,6;2,7;3,1;1,9;2,9
Las Palmas;Maximo;2,9;4,3;3,5;3,5;4;3,8;4,2;4,5;3,9;4,3;4,2;2,9;4,5
Pontevedra;Minimo;1;1;1;1;1;1;1;1;1;1;1;1;1
Pontevedra;Cuartil_1;1;1;1,1;1;1,7;1,1;1,6;1,8;1;1;1;1;1
Pontevedra;Mediana;1,6;1,6;2;1,2;2,7;1,6;2,2;2,4;3,4;1;1;1;1,6
Pontevedra;Media;1,6;1,7;2,2;1,6;2,4;1,7;2,2;2,3;2,8;1,2;1;1,2;1,8
Pontevedra;Cuartil_3;2,1;2,3;2,9;2;3;1,9;2,9;2,9;4,1;1,2;1;1,5;2,3
Pontevedra;Maximo;2,5;3;4,1;3;4,2;4,3;3,5;3,6;5;2,2;1;2;5
Salamanca;Minimo;1;1;1;1;1,2;1;1;1;1;1;1;1;1
Salamanca;Cuartil_1;1,1;1,1;2;1;2;1,6;2,2;2,2;1,2;1;1;1;1
Salamanca;Mediana;1,5;1,8;2,1;1,2;2,1;2,3;2,5;3;2,2;1;1;1;1,9
Salamanca;Media;1,5;1,6;2,1;1,4;2,2;2,3;2,5;2,6;2,5;1,7;1;1;1,9
Salamanca;Cuartil_3;1,9;2;2,4;1,8;2,5;2,9;2,9;3,1;3,7;2;1;1;2,4
Salamanca;Maximo;2;2,8;3;2,5;3,5;3,7;3,8;3,6;4,9;4,4;1;1,2;4,9
Santa Cruz de Tenerife;Minimo;1,1;1,2;1;1;1,8;1,7;2,1;2,6;1,9;1,5;1,3;1,1;1
Santa Cruz de Tenerife;Cuartil_1;1,4;1,7;1,4;1,3;2,6;2,4;2,8;3,1;2,6;2,1;1,5;1,2;1,7
Santa Cruz de Tenerife;Mediana;2,3;2,5;2,2;1,8;2,9;2,6;3;3,3;2,8;2,4;1,8;1,4;2,6
Santa Cruz de Tenerife;Media;2,2;2,6;2;1,7;2,8;2,7;3,1;3,4;2,9;2,6;2;1,7;2,5
Santa Cruz de Tenerife;Cuartil_3;3;3,2;2,5;2,1;3;2,8;3,3;3,6;3,4;2,9;2,5;2,1;3
Santa Cruz de Tenerife;Maximo;3,8;4,8;3,1;2,5;3,3;4,4;4,1;4,6;3,8;4,5;3,1;3,3;4,8
Cantabria;Minimo;1,1;1,1;1,1;1,1;1;1;1;1;1;1;1,1;1,1;1
Cantabria;Cuartil_1;1,1;1,6;1,7;1,1;1,3;1,1;1,8;2;1,3;1,1;1,1;1,1;1,1
Cantabria;Mediana;1,2;2,1;2,5;1,6;1,8;2,2;2,4;2,8;1,8;1,8;1,1;1,3;1,8
Cantabria;Media;1,5;2,4;2,5;1,7;2;2,4;2,5;2,7;1,9;1,9;1,2;1,6;2
Cantabria;Cuartil_3;1,8;3,3;3,1;2,1;2,3;3,7;3,3;3,6;2,4;2,3;1,3;1,9;2,7
Cantabria;Maximo;2,9;4,2;4,3;3;3,8;4,2;4,5;4,4;3,7;4,7;1,9;2,7;4,7
Segovia;Minimo;1;1;1;1;1,1;1;1,2;1,1;1;1;1;1;1
Segovia;Cuartil_1;1;1,3;2,3;1;1,6;2,2;2,2;2,9;1,6;1;1;1;1
Segovia;Mediana;1,8;2;2,8;1,2;2,1;3,3;3;3,4;2,5;1,2;1;1;2
Segovia;Media;1,6;2;2,6;1,4;2;3,1;3;3,3;2,5;1,9;1;1,2;2,1
Segovia;Cuartil_3;2;2,5;3;1,9;2,3;3,9;3,9;4;3,2;2,6;1;1,2;3
Segovia;Maximo;2,1;3,1;3,4;2,7;3,7;5;4,8;5;4,8;4,4;1,4;1,9;5
Sevilla;Minimo;1;1;1;1;1;2,5;1,6;1,2;1;1;1;1;1
Sevilla;Cuartil_1;1,2;1,1;1,6;1;2,1;2,8;2,6;3,2;1,3;1,2;1;1;1,1
Sevilla;Mediana;1,5;1,5;2;1;2,6;3,1;3,1;3,5;1,8;1,8;1;1;1,9
Sevilla;Media;1,5;1,5;2;1,4;2,6;3,2;3,1;3,6;2,2;1,8;1,2;1,1;2,1
Sevilla;Cuartil_3;1,7;1,9;2,3;1,8;3,1;3,5;3,6;4;3,1;2,2;1,5;1;2,9
Sevilla;Maximo;2;2,2;3,2;2,3;4,6;4,2;4,4;4,8;4,6;3,2;2,2;1,9;4,8
Soria;Minimo;1;1;1;1;1;1;1,1;1;1;1;1;1;1
Soria;Cuartil_1;1,3;1,2;2,3;1;1,1;1,7;1,7;2,5;1,3;1;1;1;1
